"actor_name","title","length","filmlen_groups"
"Warren Nolte","Pride Alamo",114,"Group 2"
"Warren Nolte","Pulp Beverly",89,"Group 2"
"Warren Nolte","Reds Pocus",182,"Group 4"
"Warren Nolte","River Outlaw",149,"Group 3"
"Warren Nolte","Roman Punk",81,"Group 2"
"Warren Nolte","Roots Remember",89,"Group 2"
"Warren Nolte","Thief Pelican",135,"Group 3"
"Warren Nolte","Titanic Boondock",104,"Group 2"
"Warren Nolte","Tomatoes Hellfighters",68,"Group 2"
"Warren Nolte","Unbreakable Karate",62,"Group 2"
"Warren Nolte","Wardrobe Phantom",178,"Group 3"
"Warren Nolte","Wedding Apollo",70,"Group 2"
"Sylvester Dern","Alaska Phantom",136,"Group 3"
"Sylvester Dern","Backlash Undefeated",118,"Group 2"
"Sylvester Dern","Birds Perdition",61,"Group 2"
"Sylvester Dern","Clockwork Paradise",143,"Group 3"
"Sylvester Dern","Confidential Interview",180,NULL
"Sylvester Dern","Creepers Kane",172,"Group 3"
"Sylvester Dern","Doors President",49,"Group 1"
"Sylvester Dern","Encino Elf",143,"Group 3"
"Sylvester Dern","Halloween Nuts",47,"Group 1"
"Sylvester Dern","Instinct Airport",116,"Group 2"
"Sylvester Dern","Newsies Story",159,"Group 3"
"Sylvester Dern","Paradise Sabrina",48,"Group 1"
"Sylvester Dern","Prejudice Oleander",98,"Group 2"
"Sylvester Dern","Prix Undefeated",115,"Group 2"
"Sylvester Dern","Rings Heartbreakers",58,"Group 1"
"Sylvester Dern","Rush Goodfellas",48,"Group 1"
"Sylvester Dern","Shawshank Bubble",80,"Group 2"
"Sylvester Dern","Shepherd Midsummer",113,"Group 2"
"Sylvester Dern","Sun Confessions",141,"Group 3"
"Sylvester Dern","Texas Watch",179,"Group 3"
"Sylvester Dern","Walls Artist",135,"Group 3"
"Sylvester Dern","Weekend Personal",134,"Group 3"
"Susan Davis","Airport Pollock",54,"Group 1"
"Susan Davis","Anonymous Human",179,"Group 3"
"Susan Davis","Bed Highball",106,"Group 2"
"Susan Davis","Caribbean Liberty",92,"Group 2"
"Susan Davis","Casualties Encino",179,"Group 3"
"Susan Davis","Clerks Angels",164,"Group 3"
"Susan Davis","Excitement Eve",51,"Group 1"
"Susan Davis","Full Flatliners",94,"Group 2"
"Susan Davis","Glass Dying",103,"Group 2"
"Susan Davis","Goodfellas Salute",56,"Group 1"
"Susan Davis","Hotel Happiness",181,"Group 4"
"Susan Davis","Leathernecks Dwarfs",153,"Group 3"
"Susan Davis","Loathing Legally",140,"Group 3"
"Susan Davis","Luck Opus",152,"Group 3"
"Susan Davis","Madness Attacks",178,"Group 3"
"Susan Davis","None Spiking",83,"Group 2"
"Susan Davis","Pacific Amistad",144,"Group 3"
"Susan Davis","Sister Freddy",152,"Group 3"
"Susan Davis","Trojan Tomorrow",52,"Group 1"
"Susan Davis","Wash Heavenly",161,"Group 3"
"Susan Davis","Words Hunter",116,"Group 2"
"Cameron Zellweger","Beauty Grease",175,"Group 3"
"Cameron Zellweger","Blackout Private",85,"Group 2"
"Cameron Zellweger","Bright Encounters",73,"Group 2"
"Cameron Zellweger","Clueless Bucket",95,"Group 2"
"Cameron Zellweger","Conquerer Nuts",173,"Group 3"
"Cameron Zellweger","Crow Grease",104,"Group 2"
"Cameron Zellweger","Floats Garden",145,"Group 3"
"Cameron Zellweger","Gladiator Westward",173,"Group 3"
"Cameron Zellweger","Grit Clockwork",137,"Group 3"
"Cameron Zellweger","Harry Idaho",121,"Group 3"
"Cameron Zellweger","Hawk Chill",47,"Group 1"
"Cameron Zellweger","Hellfighters Sierra",75,"Group 2"
"Cameron Zellweger","Jade Bunch",174,"Group 3"
"Cameron Zellweger","Juggler Hardly",54,"Group 1"
"Cameron Zellweger","Lambs Cincinatti",144,"Group 3"
"Cameron Zellweger","Mallrats United",133,"Group 3"
"Cameron Zellweger","Movie Shakespeare",53,"Group 1"
"Cameron Zellweger","Murder Antitrust",166,"Group 3"
"Cameron Zellweger","Orient Closer",118,"Group 2"
"Cameron Zellweger","Pearl Destiny",74,"Group 2"
"Cameron Zellweger","Pilot Hoosiers",50,"Group 1"
"Cameron Zellweger","Pinocchio Simon",103,"Group 2"
"Cameron Zellweger","Private Drop",106,"Group 2"
"Cameron Zellweger","Right Cranes",153,"Group 3"
"Cameron Zellweger","Rings Heartbreakers",58,"Group 1"
"Cameron Zellweger","Rock Instinct",102,"Group 2"
"Cameron Zellweger","Roots Remember",89,"Group 2"
"Cameron Zellweger","Secretary Rouge",158,"Group 3"
"Cameron Zellweger","Stock Glass",160,"Group 3"
"Cameron Zellweger","Tomatoes Hellfighters",68,"Group 2"
"Cameron Zellweger","Tycoon Gathering",82,"Group 2"
"Cameron Zellweger","Wasteland Divine",85,"Group 2"
"Cameron Zellweger","Wife Turn",183,"Group 4"
"Russell Bacall","Arabia Dogma",62,"Group 2"
"Russell Bacall","Arizona Bang",121,"Group 3"
"Russell Bacall","Cincinatti Whisperer",143,"Group 3"
"Russell Bacall","Confessions Maguire",65,"Group 2"
"Russell Bacall","Crazy Home",136,"Group 3"
"Russell Bacall","Dinosaur Secretary",63,"Group 2"
"Russell Bacall","Fiddler Lost",75,"Group 2"
"Russell Bacall","Flatliners Killer",100,"Group 2"
"Russell Bacall","Hurricane Affair",49,"Group 1"
"Russell Bacall","Idols Snatchers",84,"Group 2"
"Russell Bacall","Matrix Snowman",56,"Group 1"
"Russell Bacall","Movie Shakespeare",53,"Group 1"
"Russell Bacall","Mummy Creatures",160,"Group 3"
"Russell Bacall","Panky Submarine",93,"Group 2"
"Russell Bacall","Paycheck Wait",145,"Group 3"
"Russell Bacall","Prix Undefeated",115,"Group 2"
"Russell Bacall","Reunion Witches",63,"Group 2"
"Russell Bacall","Sea Virgin",80,"Group 2"
"Russell Bacall","Sierra Divide",135,"Group 3"
"Russell Bacall","Soldiers Evolution",185,"Group 4"
"Russell Bacall","Spinal Rocky",138,"Group 3"
"Russell Bacall","Streetcar Intentions",73,"Group 2"
"Russell Bacall","Sunrise League",135,"Group 3"
"Russell Bacall","Suspects Quills",47,"Group 1"
"Russell Bacall","Worker Tarzan",139,"Group 3"
"Morgan Hopkins","Arachnophobia Rollercoaster",147,"Group 3"
"Morgan Hopkins","Boiled Dares",102,"Group 2"
"Morgan Hopkins","Candidate Perdition",70,"Group 2"
"Morgan Hopkins","Contact Anonymous",166,"Group 3"
"Morgan Hopkins","Deceiver Betrayed",122,"Group 3"
"Morgan Hopkins","Dracula Crystal",176,"Group 3"
"Morgan Hopkins","Drums Dynamite",96,"Group 2"
"Morgan Hopkins","Excitement Eve",51,"Group 1"
"Morgan Hopkins","Flatliners Killer",100,"Group 2"
"Morgan Hopkins","Gentlemen Stage",125,"Group 3"
"Morgan Hopkins","Harry Idaho",121,"Group 3"
"Morgan Hopkins","Loathing Legally",140,"Group 3"
"Morgan Hopkins","Order Betrayed",120,NULL
"Morgan Hopkins","Papi Necklace",128,"Group 3"
"Morgan Hopkins","Pet Haunting",99,"Group 2"
"Morgan Hopkins","Pinocchio Simon",103,"Group 2"
"Morgan Hopkins","Prix Undefeated",115,"Group 2"
"Morgan Hopkins","Records Zorro",182,"Group 4"
"Morgan Hopkins","Reign Gentlemen",82,"Group 2"
"Morgan Hopkins","Reservoir Adaptation",61,"Group 2"
"Morgan Hopkins","Rings Heartbreakers",58,"Group 1"
"Morgan Hopkins","Rugrats Shakespeare",109,"Group 2"
"Morgan Hopkins","Stagecoach Armageddon",112,"Group 2"
"Morgan Hopkins","Tights Dawn",172,"Group 3"
"Morgan Hopkins","Uncut Suicides",172,"Group 3"
"Morgan Hopkins","West Lion",159,"Group 3"
"Morgan Hopkins","Wolves Desire",55,"Group 1"
"Morgan Mcdormand","Ali Forever",150,"Group 3"
"Morgan Mcdormand","Betrayed Rear",122,"Group 3"
"Morgan Mcdormand","Boulevard Mob",63,"Group 2"
"Morgan Mcdormand","Clueless Bucket",95,"Group 2"
"Morgan Mcdormand","Crazy Home",136,"Group 3"
"Morgan Mcdormand","Crow Grease",104,"Group 2"
"Morgan Mcdormand","Darko Dorado",130,"Group 3"
"Morgan Mcdormand","Divorce Shining",47,"Group 1"
"Morgan Mcdormand","Driver Annie",159,"Group 3"
"Morgan Mcdormand","Fatal Haunted",91,"Group 2"
"Morgan Mcdormand","Frogmen Breaking",111,"Group 2"
"Morgan Mcdormand","Holes Brannigan",128,"Group 3"
"Morgan Mcdormand","Holy Tadpole",88,"Group 2"
"Morgan Mcdormand","Illusion Amelie",122,"Group 3"
"Morgan Mcdormand","Loverboy Attacks",162,"Group 3"
"Morgan Mcdormand","Neighbors Charade",161,"Group 3"
"Morgan Mcdormand","Sagebrush Clueless",106,"Group 2"
"Morgan Mcdormand","Sleuth Orient",87,"Group 2"
"Morgan Mcdormand","Spice Sorority",141,"Group 3"
"Morgan Mcdormand","Star Operation",181,"Group 4"
"Morgan Mcdormand","Suit Walls",111,"Group 2"
"Morgan Mcdormand","Sunset Racer",48,"Group 1"
"Morgan Mcdormand","Troopers Metal",115,"Group 2"
"Morgan Mcdormand","Wash Heavenly",161,"Group 3"
"Morgan Mcdormand","Wrong Behavior",178,"Group 3"
"Harrison Bale","Badman Dawn",162,"Group 3"
"Harrison Bale","Ballroom Mockingbird",173,"Group 3"
"Harrison Bale","Double Wrath",177,"Group 3"
"Harrison Bale","Doubtfire Labyrinth",154,"Group 3"
"Harrison Bale","Elephant Trojan",126,"Group 3"
"Harrison Bale","Fantasia Park",131,"Group 3"
"Harrison Bale","Greedy Roots",166,"Group 3"
"Harrison Bale","Groove Fiction",111,"Group 2"
"Harrison Bale","Half Outfield",146,"Group 3"
"Harrison Bale","Homicide Peach",141,"Group 3"
"Harrison Bale","Lady Stage",67,"Group 2"
"Harrison Bale","Lose Inch",137,"Group 3"
"Harrison Bale","Muppet Mile",50,"Group 1"
"Harrison Bale","Nash Chocolat",180,NULL
"Harrison Bale","Past Suicides",157,"Group 3"
"Harrison Bale","Perdition Fargo",99,"Group 2"
"Harrison Bale","Pluto Oleander",84,"Group 2"
"Harrison Bale","Punk Divorce",100,"Group 2"
"Harrison Bale","Random Go",73,"Group 2"
"Harrison Bale","Rollercoaster Bringing",153,"Group 3"
"Harrison Bale","Rushmore Mermaid",150,"Group 3"
"Harrison Bale","Sting Personal",93,"Group 2"
"Harrison Bale","Thief Pelican",135,"Group 3"
"Harrison Bale","Wagon Jaws",152,"Group 3"
"Harrison Bale","Walls Artist",135,"Group 3"
"Harrison Bale","Wedding Apollo",70,"Group 2"
"Harrison Bale","Wonderland Christmas",111,"Group 2"
"Harrison Bale","Wyoming Storm",100,"Group 2"
"Dan Streep","Argonauts Town",127,"Group 3"
"Dan Streep","Backlash Undefeated",118,"Group 2"
"Dan Streep","Born Spinal",179,"Group 3"
"Dan Streep","Boulevard Mob",63,"Group 2"
"Dan Streep","Bull Shawshank",125,"Group 3"
"Dan Streep","Catch Amistad",183,"Group 4"
"Dan Streep","French Holiday",99,"Group 2"
"Dan Streep","Frisco Forrest",51,"Group 1"
"Dan Streep","Grosse Wonderful",49,"Group 1"
"Dan Streep","Heavyweights Beast",102,"Group 2"
"Dan Streep","Holes Brannigan",128,"Group 3"
"Dan Streep","Igby Maker",160,"Group 3"
"Dan Streep","Jekyll Frogmen",58,"Group 1"
"Dan Streep","Jungle Closer",134,"Group 3"
"Dan Streep","Mixed Doors",180,NULL
"Dan Streep","Mummy Creatures",160,"Group 3"
"Dan Streep","Newsies Story",159,"Group 3"
"Dan Streep","Outfield Massacre",129,"Group 3"
"Dan Streep","Panic Club",102,"Group 2"
"Dan Streep","Roof Champion",101,"Group 2"
"Dan Streep","Shanghai Tycoon",47,"Group 1"
"Dan Streep","Steers Armageddon",140,"Group 3"
"Dan Streep","Vertigo Northwest",90,"Group 2"
"Dan Streep","Wanda Chamber",107,"Group 2"
"Renee Tracy","Aladdin Calendar",63,"Group 2"
"Renee Tracy","Alien Center",46,"Group 1"
"Renee Tracy","Artist Coldblooded",170,"Group 3"
"Renee Tracy","Coma Head",109,"Group 2"
"Renee Tracy","Connection Microcosmos",115,"Group 2"
"Renee Tracy","Creepers Kane",172,"Group 3"
"Renee Tracy","Crusade Honey",112,"Group 2"
"Renee Tracy","Desperate Trainspotting",81,"Group 2"
"Renee Tracy","Doubtfire Labyrinth",154,"Group 3"
"Renee Tracy","Effect Gladiator",107,"Group 2"
"Renee Tracy","Eyes Driving",172,"Group 3"
"Renee Tracy","Fire Wolves",173,"Group 3"
"Renee Tracy","Frida Slipper",73,"Group 2"
"Renee Tracy","Handicap Boondock",108,"Group 2"
"Renee Tracy","Hollywood Anonymous",69,"Group 2"
"Renee Tracy","Hope Tootsie",139,"Group 3"
"Renee Tracy","Informer Double",74,"Group 2"
"Renee Tracy","Invasion Cyclone",97,"Group 2"
"Renee Tracy","Maguire Apache",74,"Group 2"
"Renee Tracy","Million Ace",142,"Group 3"
"Renee Tracy","Quest Mussolini",177,"Group 3"
"Renee Tracy","Rage Games",120,NULL
"Renee Tracy","Rocketeer Mother",178,"Group 3"
"Renee Tracy","Rocky War",145,"Group 3"
"Renee Tracy","Secrets Paradise",109,"Group 2"
"Renee Tracy","Shane Darkness",93,"Group 2"
"Renee Tracy","Shawshank Bubble",80,"Group 2"
"Renee Tracy","Silence Kane",67,"Group 2"
"Renee Tracy","Smoking Barbarella",50,"Group 1"
"Renee Tracy","Spirited Casualties",138,"Group 3"
"Renee Tracy","Sundance Invasion",92,"Group 2"
"Renee Tracy","Thief Pelican",135,"Group 3"
"Renee Tracy","Untouchables Sunrise",120,NULL
"Cuba Allen","Arachnophobia Rollercoaster",147,"Group 3"
"Cuba Allen","Armageddon Lost",99,"Group 2"
"Cuba Allen","Arsenic Independence",137,"Group 3"
"Cuba Allen","Badman Dawn",162,"Group 3"
"Cuba Allen","Barbarella Streetcar",65,"Group 2"
"Cuba Allen","Chaplin License",146,"Group 3"
"Cuba Allen","Chicago North",185,"Group 4"
"Cuba Allen","Cincinatti Whisperer",143,"Group 3"
"Cuba Allen","Fiction Christmas",72,"Group 2"
"Cuba Allen","Grosse Wonderful",49,"Group 1"
"Cuba Allen","Happiness United",100,"Group 2"
"Cuba Allen","King Evolution",184,"Group 4"
"Cuba Allen","Lesson Cleopatra",167,"Group 3"
"Cuba Allen","Maker Gables",136,"Group 3"
"Cuba Allen","Mannequin Worst",71,"Group 2"
"Cuba Allen","Metropolis Coma",64,"Group 2"
"Cuba Allen","Orange Grapes",76,"Group 2"
"Cuba Allen","Papi Necklace",128,"Group 3"
"Cuba Allen","President Bang",144,"Group 3"
"Cuba Allen","Robbers Joon",102,"Group 2"
"Cuba Allen","Ship Wonderland",104,"Group 2"
"Cuba Allen","Strangelove Desire",103,"Group 2"
"Cuba Allen","Velvet Terminator",173,"Group 3"
"Cuba Allen","War Notting",80,"Group 2"
"Cuba Allen","West Lion",159,"Group 3"
"Warren Jackman","American Circus",129,"Group 3"
"Warren Jackman","Badman Dawn",162,"Group 3"
"Warren Jackman","Beethoven Exorcist",151,"Group 3"
"Warren Jackman","Boondock Ballroom",76,"Group 2"
"Warren Jackman","Chill Luck",142,"Group 3"
"Warren Jackman","Commandments Express",59,"Group 1"
"Warren Jackman","Coneheads Smoochy",112,"Group 2"
"Warren Jackman","Confessions Maguire",65,"Group 2"
"Warren Jackman","Grinch Massage",150,"Group 3"
"Warren Jackman","Hamlet Wisdom",146,"Group 3"
"Warren Jackman","Heavyweights Beast",102,"Group 2"
"Warren Jackman","Hobbit Alien",157,"Group 3"
"Warren Jackman","Impact Aladdin",180,NULL
"Warren Jackman","Language Cowboy",78,"Group 2"
"Warren Jackman","Lies Treatment",147,"Group 3"
"Warren Jackman","Meet Chocolate",80,"Group 2"
"Warren Jackman","Mermaid Insects",104,"Group 2"
"Warren Jackman","Monster Spartacus",107,"Group 2"
"Warren Jackman","Name Detective",178,"Group 3"
"Warren Jackman","Oleander Clue",161,"Group 3"
"Warren Jackman","Oz Liaisons",85,"Group 2"
"Warren Jackman","Potter Connecticut",115,"Group 2"
"Warren Jackman","Rocketeer Mother",178,"Group 3"
"Warren Jackman","Runaway Tenenbaums",181,"Group 4"
"Warren Jackman","Shakespeare Saddle",60,NULL
"Warren Jackman","Shepherd Midsummer",113,"Group 2"
"Warren Jackman","Ship Wonderland",104,"Group 2"
"Warren Jackman","Sky Miracle",132,"Group 3"
"Warren Jackman","Submarine Bed",127,"Group 3"
"Warren Jackman","Superfly Trip",114,"Group 2"
"Warren Jackman","Town Ark",136,"Group 3"
"Warren Jackman","Vertigo Northwest",90,"Group 2"
"Penelope Monroe","Basic Easy",90,"Group 2"
"Penelope Monroe","Bedazzled Married",73,"Group 2"
"Penelope Monroe","Chinatown Gladiator",61,"Group 2"
"Penelope Monroe","Christmas Moonshine",150,"Group 3"
"Penelope Monroe","Dares Pluto",89,"Group 2"
"Penelope Monroe","Dinosaur Secretary",63,"Group 2"
"Penelope Monroe","Doctor Grail",57,"Group 1"
"Penelope Monroe","Driving Polish",175,"Group 3"
"Penelope Monroe","Hellfighters Sierra",75,"Group 2"
"Penelope Monroe","Holocaust Highball",149,"Group 3"
"Penelope Monroe","Juggler Hardly",54,"Group 1"
"Penelope Monroe","Leathernecks Dwarfs",153,"Group 3"
"Penelope Monroe","Money Harold",135,"Group 3"
"Penelope Monroe","Orange Grapes",76,"Group 2"
"Penelope Monroe","Order Betrayed",120,NULL
"Penelope Monroe","Park Citizen",109,"Group 2"
"Penelope Monroe","Pittsburgh Hunchback",134,"Group 3"
"Penelope Monroe","Poseidon Forever",159,"Group 3"
"Penelope Monroe","Range Moonwalker",147,"Group 3"
"Penelope Monroe","Rear Trading",97,"Group 2"
"Penelope Monroe","Reef Salute",123,"Group 3"
"Penelope Monroe","Rouge Squad",118,"Group 2"
"Penelope Monroe","Spirit Flintstones",149,"Group 3"
"Penelope Monroe","Tomatoes Hellfighters",68,"Group 2"
"Penelope Monroe","Tourist Pelican",152,"Group 3"
"Penelope Monroe","Trip Newton",64,"Group 2"
"Penelope Monroe","Wyoming Storm",100,"Group 2"
"Liza Bergman","Chicago North",185,"Group 4"
"Liza Bergman","Clash Freddy",81,"Group 2"
"Liza Bergman","Clue Grail",70,"Group 2"
"Liza Bergman","Command Darling",120,NULL
"Liza Bergman","Craft Outfield",64,"Group 2"
"Liza Bergman","Crystal Breaking",184,"Group 4"
"Liza Bergman","Deer Virginian",106,"Group 2"
"Liza Bergman","Desert Poseidon",64,"Group 2"
"Liza Bergman","Enemy Odds",77,"Group 2"
"Liza Bergman","Extraordinary Conquerer",122,"Group 3"
"Liza Bergman","Frisco Forrest",51,"Group 1"
"Liza Bergman","Gentlemen Stage",125,"Group 3"
"Liza Bergman","Identity Lover",119,"Group 2"
"Liza Bergman","Jedi Beneath",128,"Group 3"
"Liza Bergman","Lesson Cleopatra",167,"Group 3"
"Liza Bergman","October Submarine",54,"Group 1"
"Liza Bergman","Panky Submarine",93,"Group 2"
"Liza Bergman","Paris Weekend",121,"Group 3"
"Liza Bergman","Paycheck Wait",145,"Group 3"
"Liza Bergman","Scorpion Apollo",137,"Group 3"
"Liza Bergman","Sensibility Rear",98,"Group 2"
"Liza Bergman","Stock Glass",160,"Group 3"
"Liza Bergman","Terminator Club",88,"Group 2"
"Liza Bergman","Texas Watch",179,"Group 3"
"Liza Bergman","Wedding Apollo",70,"Group 2"
"Salma Nolte","Amistad Midsummer",85,"Group 2"
"Salma Nolte","Antitrust Tomatoes",168,"Group 3"
"Salma Nolte","Birdcage Casper",103,"Group 2"
"Salma Nolte","Blues Instinct",50,"Group 1"
"Salma Nolte","Clockwork Paradise",143,"Group 3"
"Salma Nolte","Clones Pinocchio",124,"Group 3"
"Salma Nolte","Color Philadelphia",149,"Group 3"
"Salma Nolte","Details Packer",88,"Group 2"
"Salma Nolte","Doctor Grail",57,"Group 1"
"Salma Nolte","Falcon Volume",102,"Group 2"
"Salma Nolte","Fellowship Autumn",77,"Group 2"
"Salma Nolte","Go Purple",54,"Group 1"
"Salma Nolte","Ishtar Rocketeer",79,"Group 2"
"Salma Nolte","Juggler Hardly",54,"Group 1"
"Salma Nolte","Jumping Wrath",74,"Group 2"
"Salma Nolte","Lust Lock",52,"Group 1"
"Salma Nolte","Nemo Campus",131,"Group 3"
"Salma Nolte","Oz Liaisons",85,"Group 2"
"Salma Nolte","Panky Submarine",93,"Group 2"
"Salma Nolte","Personal Ladybugs",118,"Group 2"
"Salma Nolte","Rebel Airport",73,"Group 2"
"Salma Nolte","Siege Madre",111,"Group 2"
"Salma Nolte","War Notting",80,"Group 2"
"Salma Nolte","Wash Heavenly",161,"Group 3"
"Salma Nolte","Zhivago Core",105,"Group 2"
"Julianne Dench","Adaptation Holes",50,"Group 1"
"Julianne Dench","Atlantis Cause",170,"Group 3"
"Julianne Dench","Berets Agent",77,"Group 2"
"Julianne Dench","Bull Shawshank",125,"Group 3"
"Julianne Dench","Chocolate Duck",132,"Group 3"
"Julianne Dench","Cincinatti Whisperer",143,"Group 3"
"Julianne Dench","Cowboy Doom",146,"Group 3"
"Julianne Dench","Desire Alien",76,"Group 2"
"Julianne Dench","Disturbing Scarface",94,"Group 2"
"Julianne Dench","Double Wrath",177,"Group 3"
"Julianne Dench","Doubtfire Labyrinth",154,"Group 3"
"Julianne Dench","Dynamite Tarzan",141,"Group 3"
"Julianne Dench","Enough Raging",158,"Group 3"
"Julianne Dench","Honey Ties",84,"Group 2"
"Julianne Dench","Hunting Musketeers",65,"Group 2"
"Julianne Dench","Hysterical Grail",150,"Group 3"
"Julianne Dench","Jedi Beneath",128,"Group 3"
"Julianne Dench","Jeepers Wedding",84,"Group 2"
"Julianne Dench","Karate Moon",120,NULL
"Julianne Dench","Kramer Chocolate",171,"Group 3"
"Julianne Dench","Lord Arizona",108,"Group 2"
"Julianne Dench","Mighty Luck",122,"Group 3"
"Julianne Dench","Mile Mulan",64,"Group 2"
"Julianne Dench","Modern Dorado",74,"Group 2"
"Julianne Dench","Monterey Labyrinth",158,"Group 3"
"Julianne Dench","Requiem Tycoon",167,"Group 3"
"Julianne Dench","Ridgemont Submarine",46,"Group 1"
"Julianne Dench","Shepherd Midsummer",113,"Group 2"
"Julianne Dench","Suicides Silence",93,"Group 2"
"Julianne Dench","Titanic Boondock",104,"Group 2"
"Julianne Dench","Untouchables Sunrise",120,NULL
"Julianne Dench","Worker Tarzan",139,"Group 3"
"Scarlett Bening","Amistad Midsummer",85,"Group 2"
"Scarlett Bening","Beethoven Exorcist",151,"Group 3"
"Scarlett Bening","Bulworth Commandments",61,"Group 2"
"Scarlett Bening","California Birds",75,"Group 2"
"Scarlett Bening","Creepers Kane",172,"Group 3"
"Scarlett Bening","Doubtfire Labyrinth",154,"Group 3"
"Scarlett Bening","Dude Blindness",132,"Group 3"
"Scarlett Bening","Durham Panky",154,"Group 3"
"Scarlett Bening","Eve Resurrection",66,"Group 2"
"Scarlett Bening","Feathers Metal",104,"Group 2"
"Scarlett Bening","Fiddler Lost",75,"Group 2"
"Scarlett Bening","Flatliners Killer",100,"Group 2"
"Scarlett Bening","Full Flatliners",94,"Group 2"
"Scarlett Bening","Identity Lover",119,"Group 2"
"Scarlett Bening","Invasion Cyclone",97,"Group 2"
"Scarlett Bening","Luck Opus",152,"Group 3"
"Scarlett Bening","Moulin Wake",79,"Group 2"
"Scarlett Bening","Reservoir Adaptation",61,"Group 2"
"Scarlett Bening","Roof Champion",101,"Group 2"
"Scarlett Bening","Seattle Expecations",110,"Group 2"
"Scarlett Bening","Shawshank Bubble",80,"Group 2"
"Scarlett Bening","Snatch Slipper",110,"Group 2"
"Scarlett Bening","Submarine Bed",127,"Group 3"
"Scarlett Bening","Tenenbaums Command",99,"Group 2"
"Scarlett Bening","Words Hunter",116,"Group 2"
"Scarlett Bening","Youth Kick",179,"Group 3"
"Albert Nolte","Bed Highball",106,"Group 2"
"Albert Nolte","Bright Encounters",73,"Group 2"
"Albert Nolte","Brooklyn Desert",161,"Group 3"
"Albert Nolte","Camelot Vacation",61,"Group 2"
"Albert Nolte","Confused Candles",122,"Group 3"
"Albert Nolte","Crazy Home",136,"Group 3"
"Albert Nolte","Dalmations Sweden",106,"Group 2"
"Albert Nolte","Doctor Grail",57,"Group 1"
"Albert Nolte","Dragon Squad",170,"Group 3"
"Albert Nolte","Flintstones Happiness",148,"Group 3"
"Albert Nolte","Frisco Forrest",51,"Group 1"
"Albert Nolte","Gleaming Jawbreaker",89,"Group 2"
"Albert Nolte","Goldmine Tycoon",153,"Group 3"
"Albert Nolte","Handicap Boondock",108,"Group 2"
"Albert Nolte","Hellfighters Sierra",75,"Group 2"
"Albert Nolte","Homicide Peach",141,"Group 3"
"Albert Nolte","Honey Ties",84,"Group 2"
"Albert Nolte","Idols Snatchers",84,"Group 2"
"Albert Nolte","Kill Brotherhood",54,"Group 1"
"Albert Nolte","Manchurian Curtain",177,"Group 3"
"Albert Nolte","Memento Zoolander",77,"Group 2"
"Albert Nolte","Mixed Doors",180,NULL
"Albert Nolte","Mourning Purple",146,"Group 3"
"Albert Nolte","Newton Labyrinth",75,"Group 2"
"Albert Nolte","Patriot Roman",65,"Group 2"
"Albert Nolte","Pity Bound",60,NULL
"Albert Nolte","Rage Games",120,NULL
"Albert Nolte","Taxi Kick",64,"Group 2"
"Albert Nolte","Trap Guys",110,"Group 2"
"Albert Nolte","Volcano Texas",157,"Group 3"
"Albert Nolte","Watership Frontier",112,"Group 2"
"Frances Tomei","American Circus",129,"Group 3"
"Frances Tomei","Arabia Dogma",62,"Group 2"
"Frances Tomei","Atlantis Cause",170,"Group 3"
"Frances Tomei","Beach Heartbreakers",122,"Group 3"
"Frances Tomei","Bonnie Holocaust",63,"Group 2"
"Frances Tomei","Breaking Home",169,"Group 3"
"Frances Tomei","Crossroads Casualties",153,"Group 3"
"Frances Tomei","Crow Grease",104,"Group 2"
"Frances Tomei","Cupboard Sinners",56,"Group 1"
"Frances Tomei","Drop Waterfront",178,"Group 3"
"Frances Tomei","Durham Panky",154,"Group 3"
"Frances Tomei","Escape Metropolis",167,"Group 3"
"Frances Tomei","Fireball Philadelphia",148,"Group 3"
"Frances Tomei","Games Bowfinger",119,"Group 2"
"Frances Tomei","Goodfellas Salute",56,"Group 1"
"Frances Tomei","Gorgeous Bingo",108,"Group 2"
"Frances Tomei","Hocus Frida",141,"Group 3"
"Frances Tomei","Invasion Cyclone",97,"Group 2"
"Frances Tomei","Iron Moon",46,"Group 1"
"Frances Tomei","Madness Attacks",178,"Group 3"
"Frances Tomei","Platoon Instinct",132,"Group 3"
"Frances Tomei","Squad Fish",136,"Group 3"
"Frances Tomei","Suicides Silence",93,"Group 2"
"Kevin Garland","Argonauts Town",127,"Group 3"
"Kevin Garland","Baby Hall",153,"Group 3"
"Kevin Garland","Backlash Undefeated",118,"Group 2"
"Kevin Garland","Blade Polish",114,"Group 2"
"Kevin Garland","Caper Motions",176,"Group 3"
"Kevin Garland","Chicago North",185,"Group 4"
"Kevin Garland","Clockwork Paradise",143,"Group 3"
"Kevin Garland","Daddy Pittsburgh",161,"Group 3"
"Kevin Garland","Enough Raging",158,"Group 3"
"Kevin Garland","Freaky Pocus",126,"Group 3"
"Kevin Garland","Ghost Groundhog",85,"Group 2"
"Kevin Garland","Goldfinger Sensibility",93,"Group 2"
"Kevin Garland","Grit Clockwork",137,"Group 3"
"Kevin Garland","Gunfight Moon",70,"Group 2"
"Kevin Garland","Heavenly Gun",49,"Group 1"
"Kevin Garland","Informer Double",74,"Group 2"
"Kevin Garland","Maker Gables",136,"Group 3"
"Kevin Garland","Microcosmos Paradise",105,"Group 2"
"Kevin Garland","Mystic Truman",92,"Group 2"
"Kevin Garland","Natural Stock",50,"Group 1"
